Gene_id	Ascl1_2h_1	Ascl1_2h_2	Ascl1_2h_3	Ascl1_4h_1	Ascl1_4h_2	Ascl1_4h_3	Ascl1_6h_1	Ascl1_6h_2	Ascl1_6h_3	Empty_2h_1	Empty_2h_2	Empty_2h_3	Empty_4h_1	Empty_4h_2	Empty_4h_3	Empty_6h_2	Empty_6h_3
Gm44200	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm44203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm44207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44229	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0
Gm44230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44231	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Gm44233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm44237	0	0	0	0	0	0	0	0	0	0	1	2	12	2	1	0	4
Gm44240	0	0	0	0	0	0	0	2	1	1	5	5	2	2	4	1	2
Gm44241	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0
Gm44242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44256	0	0	0	0	0	0	0	0	0	3	29	2	6	1	1	0	10
Gm44258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44270	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0
Gm44271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44321	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm44331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44332	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm44369	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0
Gm44371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44411	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm44418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44419	0	0	0	0	0	0	0	0	0	0	8	1	0	2	1	0	0
Gm44421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44432	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Gm44436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44441	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Gm44443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44502	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	10
Gm44503	0	0	0	0	3	0	0	0	0	0	8	0	5	1	2	0	1
Gm44505	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Gm44513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44550	0	0	0	0	0	0	0	0	0	0	8	3	2	1	0	0	1
Gm44555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44571	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3
Gm44576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44589	0	0	0	0	0	0	0	0	0	0	3	0	8	0	3	0	0
Gm44590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44597	0	0	0	1	0	0	0	0	0	0	7	19	40	1	2	2	8
Gm44602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44639	0	0	0	0	0	0	0	0	0	0	34	2	9	1	1	0	0
Gm44641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Gm44647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44663	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Gm44664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44677	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm44678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44694	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	5
Gm44695	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	1
Gm44697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44719	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44735	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0
Gm44737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44743	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm44744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44770	0	0	0	0	0	0	0	0	0	1	3	1	3	0	2	0	0
Gm44773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44775	0	0	0	2	0	0	0	0	0	0	5	4	5	1	0	0	1
Gm44777	0	0	0	0	0	0	0	0	0	0	17	4	28	5	12	0	4
Gm44778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44822	0	0	0	0	0	0	0	1	0	0	6	3	1	1	4	0	0
Gm44824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44829	0	0	0	0	0	3	0	0	0	0	3	0	18	2	3	3	8
Gm44830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44834	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	3	0
Gm44835	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
Gm44840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44860	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Gm44861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44863	0	0	0	0	0	0	0	0	0	0	5	2	7	0	2	1	2
Gm44864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm44881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44901	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Gm44902	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm44907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44913	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
Gm44916	0	0	0	0	0	0	0	0	0	0	4	8	10	0	4	0	0
Gm44917	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm44919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44951	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm44953	0	0	0	0	0	0	0	0	0	0	5	1	0	1	2	0	0
Gm44960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44973	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Gm44979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44986	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Gm44987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45041	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Gm45042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45061	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm45064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45095	0	0	0	0	0	0	0	0	1	2	2	2	3	0	0	0	0
Gm45098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45110	1	0	5	0	0	0	0	0	0	0	10	4	18	0	7	3	4
