gene_id	gene_name	Ascl1_ASV_REP1	Ascl1_ASV_REP2	Ascl1_ASV_REP3	Ascl1_nonInduced_REP1	Ascl1_nonInduced_REP2	Ascl1_nonInduced_REP3	Empty_ASV_REP1	Empty_ASV_REP2	Empty_ASV_REP3	Empty_nonInduced_REP1	Empty_nonInduced_REP2	Empty_nonInduced_REP3	NeuroD1_ASV_REP1	NeuroD1_ASV_REP2	NeuroD1_ASV_REP3	NeuroD1_nonInduced_REP1	NeuroD1_nonInduced_REP2	NeuroD1_nonInduced_REP3
Hoxd12	Hoxd12	0	0	0	0.010063	0.012106	0.010736	0	0	0.054518	0.042854	0	0	0	0	0	0	0.010036	0
Hoxd13	Hoxd13	0.718183	0.595824	0.401865	0.473485	0.272422	0.527112	0.620252	0.691969	0.715632	0.427371	0.508257	0.509498	0.422561	0.325713	0.408327	0.383255	0.369561	0.343932
Hoxd3	Hoxd3	0	0	0	0	0.010426	0	0	0.007375	0	0	0	0	0	0	0	0.008068	0	0
Hoxd3os1	Hoxd3os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd4	Hoxd4	0	0.020953	0	0	0.011975	0.01062	0.017906	0.008471	0.017976	0	0.01024	0.053752	0	0.009	0.009631	0.009266	0	0.009503
Hoxd8	Hoxd8	0.072505	0.050856	0.019056	0.016107	0	0.081921	0	0.027413	0	0.034295	0.033139	0.014496	0.057106	0.101937	0.061912	0.014993	0	0.015377
Hoxd9	Hoxd9	0.069909	0.052304	0.058795	0	0.074732	0	0.022348	0.021145	0.011218	0.052908	0.012781	0.022363	0.033264	0.033698	0.060105	0.02313	0.061954	0.011861
Hp	Hp	0.188976	0	0.149002	0.020991	0.050504	0	0.018879	0	0.094764	0.022347	0.021593	0.056673	0.074932	0	0.040619	0	0	0
Hp1bp3	Hp1bp3	12.13184	11.558435	10.607666	8.344941	9.288711	9.248261	8.167524	7.693762	8.939841	7.285305	8.138882	8.587868	7.462308	6.978227	6.643315	5.728882	7.59561	5.203546
Hpca	Hpca	2.100943	2.197217	2.554835	1.718299	2.323962	2.222476	1.556769	1.510577	1.594531	2.201088	2.0521	2.303154	1.871989	1.429784	1.617083	1.001216	1.549332	1.145868
Hpcal1	Hpcal1	20.223347	17.640026	18.004145	12.29002	14.342174	13.317649	12.31489	11.577292	13.693082	8.044595	10.08185	9.782664	9.450484	9.145958	8.617359	5.858797	8.899957	5.975284
Hpcal4	Hpcal4	1.251588	0.901235	1.223124	2.704687	3.310315	2.935694	1.779801	1.955017	2.003672	1.495312	1.939047	2.062921	1.682197	1.505902	1.389299	0.675587	0.98941	0.428688
Hpd	Hpd	0.2324	0.108672	0.146592	0.020651	0.099374	0.022032	0.018573	0.10544	0.018646	0.087942	0.021244	0.037171	0.11058	0	0.039962	0.019223	0.020596	0
Hpdl	Hpdl	5.949981	7.031692	7.301051	8.381225	9.714617	9.395142	8.592941	8.029052	8.150901	8.705585	11.350085	10.4346	10.529375	10.543954	9.29362	12.612416	12.275373	10.338458
Hpgd	Hpgd	0.651496	0.642224	0.536824	0.500686	0.545865	0.567554	0.520669	0.532582	0.621611	0.799556	0.531157	0.408361	1.549962	1.358018	1.301937	0.597144	0.592973	0.791675
Hpgds	Hpgds	0.008486	0.031746	0.017843	0.060327	0.063503	0.064361	0.040693	0.06417	0.088515	0.064225	0.139633	0.074653	0.100948	0.013636	0.131332	0.063175	0.142893	0.028796
Hpn	Hpn	9.430021	6.911549	7.693778	4.798347	5.234148	4.355026	6.107634	5.640319	6.356991	4.194382	5.527321	5.517013	6.042065	7.044146	6.211663	2.939194	3.915079	3.448938
Hprt	Hprt	160.610227	181.681531	174.192895	191.90796	193.908311	209.404903	237.774868	227.322898	226.738154	241.936614	225.300969	207.495955	231.181557	264.908887	250.1319	299.279937	236.718782	260.898281
Hps1	Hps1	16.703503	15.824266	16.821804	16.935551	20.561467	17.030034	14.224374	13.349214	14.00684	13.495499	17.629545	16.15856	16.113498	14.315643	13.934834	11.381161	16.524019	8.701777
Hps3	Hps3	7.297489	5.940533	6.459978	6.501813	8.016658	7.867907	5.12469	5.180753	5.713816	5.094699	7.256345	7.071141	5.384978	4.927823	5.587241	5.560693	6.809015	3.2223
Hps4	Hps4	9.346091	8.647435	8.317088	10.013714	11.72712	10.069381	6.911897	6.517175	6.595338	6.937495	9.736528	9.402545	8.952514	7.724648	7.470075	6.700428	9.721996	5.849172
Hps5	Hps5	6.479617	6.260221	5.867186	4.128231	5.056465	4.824888	3.65308	3.572891	4.168628	3.557591	4.029584	4.184326	4.063287	3.686136	3.476282	3.12947	4.086095	2.253686
Hps6	Hps6	1.966928	1.770274	1.556421	1.512888	1.706983	1.393505	1.402923	1.023532	1.001183	1.340534	1.672325	1.801322	1.962362	1.648168	1.572906	1.565717	1.968048	1.345637
Hpse	Hpse	0.255739	0.273338	0.278458	0.129857	0.165983	0.060612	0.080294	0.09669	0.139235	0.025921	0.100189	0.175302	0.086918	0.132079	0.149202	0.067993	0.05666	0.061985
Hpse2	Hpse2	0.013437	0.037699	0.070631	0.04776	0.043092	0.012739	0.032216	0.010161	0	0	0.073697	0.042983	0.010656	0.010795	0	0.022229	0.011908	0.011399
Hpx	Hpx	0.189265	0.059001	0.044216	0.037373	0.02248	0.019936	0.016806	0.063607	0.067491	0.039788	0.019223	0.033635	0.100061	0.118263	0.108482	0.017394	0.037273	0.035679
Hr	Hr	1.639787	1.533556	1.433118	2.879112	3.416099	2.860941	1.843387	1.818839	2.056708	3.135231	2.880509	3.266563	3.928603	3.40059	3.575549	1.875196	2.731334	1.730456
Hras	Hras	48.687156	47.722254	46.887738	49.108733	47.700751	44.369653	48.071847	47.395158	51.03877	45.831845	46.725729	44.442404	46.038314	45.344208	44.583409	43.410109	44.393039	51.7607
Hrasls	Hrasls	0.262059	0.226927	0.122445	0.017249	0.041502	0.009201	0.108596	0.073392	0.11681	0.055091	0.044361	0.03881	0.038485	0.054583	0.033379	0.040141	0.077414	0.057636
Hrasls5	Hrasls5	0	0	0	0.028948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrc	Hrc	3.583293	2.530011	2.943818	0.231955	0.329781	0.22497	0.36982	0.269161	0.390315	0.134696	0.108461	0.208754	0.16937	0.228776	0.316241	0.107958	0.147212	0.100655
Hrct1	Hrct1	0.273097	0.364864	0.451164	0	0.083411	0.110958	0.062359	0.059002	0.062604	0	0	0	0	0	0.067086	0	0	0
Hrg	Hrg	0	0.032536	0	0.015457	0.018595	0	0.055607	0.026307	0.013957	0	0.015901	0.013911	0	0.041924	0	0.014388	0	0.044269
Hrh1	Hrh1	0.783601	0.595858	0.585125	0.325377	0.281832	0.242995	0.397988	0.23812	0.329045	0.180128	0.441829	0.339684	0.325227	0.194155	0.340006	0.163553	0.266095	0.236078
Hrh2	Hrh2	0.397314	0.276299	0.417693	0.262526	0.584437	0.482387	0.244253	0.429169	0.253388	0.445719	0.252039	0.344933	0.171965	0.130952	0.061312	0.146647	0.224181	0.138277
Hrh3	Hrh3	0.250493	0.316282	0.263786	0.271434	0.454822	0.196504	0.348747	0.230591	0.183813	0.061923	0.2892	0.139591	0.129772	0.131467	0.121934	0.153403	0.232034	0.129566
Hrh4	Hrh4	0.020098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01728	0	0	0
Hrk	Hrk	0.424698	0.373543	0.382699	0.489704	0.62155	0.455348	0.408106	0.35555	0.320468	0.712665	0.619306	0.715667	0.461091	0.41431	0.317326	0.384746	0.47495	0.244477
Hrnr	Hrnr	0.710772	0.392793	0.522538	0.357754	0.531339	0.318066	0.19663	0.163493	0.325019	0.195137	0.329406	0.226572	0.157668	0.117799	0.3376	0.158285	0.270901	0.033732
Hrsp12	Hrsp12	44.083715	46.56012	43.749862	42.787225	44.635338	45.582643	46.34526	42.614564	48.508119	43.775862	46.017895	44.457358	41.576527	41.616871	40.621849	45.809918	42.241306	52.940073
Hs1bp3	Hs1bp3	19.896307	16.972622	18.59721	18.34186	22.188085	19.423563	14.549781	14.705408	16.070802	17.430633	17.261921	17.958584	19.959597	18.447685	17.763193	13.936913	18.402791	14.204511
Hs2st1	Hs2st1	17.461497	15.136934	15.334385	12.991524	13.640529	13.473215	10.850413	10.300561	11.625687	8.632281	11.938918	11.819047	11.414354	10.952934	11.448568	11.009553	13.037151	7.014399
Hs3st1	Hs3st1	0.504705	0.286577	0.454794	0.400429	0.289033	0.341766	0.2593	0.1363	0.462792	0.119365	0.28011	0.216226	0.400245	0.376511	0.542412	0.164005	0.271563	0.045874
Hs3st2	Hs3st2	0.02561	0	0.013462	0	0	0.012139	0.020467	0	0.020548	0	0.02341	0	0	0	0.011009	0	0	0
Hs3st3a1	Hs3st3a1	0.022851	0.020491	0.007701	0.02152	0	0	0.011464	0.005544	0.025082	0	0	0.006158	0.012228	0	0.012537	0.005958	0	0
Hs3st3b1	Hs3st3b1	1.032757	1.000075	0.940253	0.645325	0.711215	0.528448	0.409407	0.377225	0.326588	0.455034	0.530092	0.459813	0.534041	0.429767	0.629691	0.401483	0.5179	0.278385
Hs3st4	Hs3st4	0.088616	0.092084	0.093162	0.061246	0.010526	0.009334	0.062952	0.044672	0.0237	0.018629	0.018001	0.05512	0.015617	0.039552	0	0.008144	0.04363	0.033411
Hs3st5	Hs3st5	0.574537	0.295217	0.309212	0.042866	0.058935	0.044009	0.140964	0.139902	0.111737	0.009127	0.026458	0.046294	0.022953	0.007751	0.008295	0.015961	0.024684	0.007876
Hs3st6	Hs3st6	2.933275	2.618554	2.887493	0.592387	0.484603	0.606722	0.852453	0.604919	0.706041	0.428851	0.609396	0.639761	0.761291	0.792658	0.596094	0.507309	0.614433	0.565537
Hs6st1	Hs6st1	54.632838	47.516215	50.685866	44.061027	48.454777	45.890678	39.419195	37.302605	44.86883	41.695218	42.081716	41.895943	33.793388	30.077519	31.26523	27.124865	37.837275	27.787528
Hs6st2	Hs6st2	8.875449	7.115468	8.429964	1.691561	1.673549	1.947123	2.180153	1.933492	2.23237	0.852067	1.681882	1.33545	1.634597	1.407564	1.728245	1.35815	1.584067	0.933791
Hs6st3	Hs6st3	0.067448	0.01577	0.070907	0.029967	0.072101	0.047956	0.040428	0.025501	0.013529	0	0.046241	0.053939	0.013372	0	0.028995	0	0.04483	0
Hsbp1	Hsbp1	129.556926	132.796337	121.818233	107.010349	99.180488	105.429834	131.781089	128.769152	127.014915	128.09849	111.142322	105.100934	135.719148	144.850336	149.109956	128.16085	115.467145	148.803694
Hsbp1l1	Hsbp1l1	1.70206	1.640031	1.518247	0.38957	0.192977	0.366725	0.762576	0.70202	0.579355	0.365948	0.188591	0.288732	0.449926	0.455804	0.776033	0.191981	0.2514	0.437544
Hscb	Hscb	9.944929	11.0036	10.700454	19.831493	17.169492	17.660923	16.119672	18.217463	18.992668	19.920323	22.065405	19.192055	29.028601	31.283286	31.070223	25.952319	20.399051	22.616186
Hsd11b1	Hsd11b1	0.023033	0.088206	0	0	0	0	0	0	0.055441	0	0.021554	0.018857	0.037398	0.055513	0	0.039007	0	0
Hsd11b2	Hsd11b2	1.633822	1.10438	1.07139	1.322442	1.746553	1.518228	1.07303	0.880708	1.142147	1.086524	1.611793	1.526517	0.821015	0.857732	0.598044	1.137332	1.089527	0.795926
Hsd17b1	Hsd17b1	0.363629	0.294729	0.509708	0.387744	0.673779	0.413674	0.871827	0.806559	0.855807	0.435731	0.443197	0.445894	0.826654	0.895879	0.729486	0.541397	0.429673	0.966555
Hsd17b10	Hsd17b10	91.45114	98.518458	90.711553	108.629266	107.382415	110.403217	123.531538	117.650257	117.141715	140.48822	131.923016	118.386725	123.975288	124.274333	121.556916	147.630226	128.244356	162.928146
Hsd17b11	Hsd17b11	40.146985	34.073648	34.999829	31.99446	32.745955	31.59557	21.470904	20.11249	22.013711	21.717117	30.563319	28.822792	18.40326	14.943606	16.59092	20.878423	27.43175	19.716763
Hsd17b12	Hsd17b12	74.049803	71.094662	76.804103	68.375258	68.17879	66.435394	74.648117	66.665743	71.454668	56.161856	72.763919	67.342107	69.915675	68.932686	70.887346	71.469984	73.933759	62.500526
Hsd17b13	Hsd17b13	0.067508	0.09358	0	0.022229	0.026742	0.066275	0.027935	0.037832	0.080284	0.023665	0.045734	0	0	0.020097	0	0.020692	0.022169	0.063664
Hsd17b14	Hsd17b14	22.548791	19.308972	19.217939	81.528396	94.211341	81.240443	35.374126	32.697836	37.932992	82.099863	86.859275	92.593569	52.743947	45.828933	42.463322	53.996535	77.938444	58.507705
Hsd17b2	Hsd17b2	0	0	0.052802	0	0	0.142845	0.100349	0.056968	0.040298	0.047514	0.022956	0.100416	0	0.020175	0.021591	0	0	0
Hsd17b3	Hsd17b3	0.024967	0.02335	0	0.066558	0.10676	0.047339	0	0	0	0.141717	0.045646	0.099834	0.0396	0.060175	0.085864	0.103259	0.06638	0.063541
Hsd17b4	Hsd17b4	49.278477	47.606017	49.371579	42.495584	44.820523	44.793611	30.010461	29.543417	33.239419	41.673949	38.879997	37.675826	40.106893	34.776409	32.203013	27.528218	39.623494	32.10775
Hsd17b6	Hsd17b6	0	0	0	0.019011	0	0.020283	0	0.048534	0.017166	0	0	0	0	0.017188	0.018394	0.017697	0.01896	0
Hsd17b7	Hsd17b7	13.961981	12.945585	12.879522	6.862428	7.238849	7.156883	7.381486	6.613169	8.260056	4.674379	6.583729	6.754872	7.623422	7.030962	7.41125	4.814418	6.759231	2.785991
Hsd3b1	Hsd3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b2	Hsd3b2	0.116815	0.105378	0.052631	0.237261	0.124875	0.126564	0.04001	0.075712	0.026778	0.157869	0.061018	0.080073	0.079403	0.053627	0.057391	0.013803	0.029578	0.028313
Hsd3b3	Hsd3b3	0	0.021486	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017254	0.018486	0
Hsd3b4	Hsd3b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b5	Hsd3b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b6	Hsd3b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b7	Hsd3b7	1.63228	1.772775	1.642292	1.446584	1.406274	1.247129	1.477434	1.193687	1.200606	1.07863	1.769694	1.340709	2.373354	2.12693	2.23774	2.030758	2.098488	1.157824
Hsdl1	Hsdl1	15.445258	13.748531	14.635163	12.252163	12.845007	12.517063	10.233306	10.292126	10.934779	8.852367	11.388915	10.927439	16.317286	15.491051	15.031633	9.015456	10.907895	7.48718
Hsdl2	Hsdl2	8.920872	8.813259	9.332473	5.760726	6.299162	5.762492	5.749014	5.580036	6.192667	5.615839	5.446442	4.922229	7.048482	7.131771	6.184781	5.091085	5.134923	4.906072
Hsf1	Hsf1	33.605519	28.377263	27.977307	22.919615	26.728129	24.549422	20.017218	19.890944	23.159683	23.473247	24.232993	23.7744	21.533544	18.100666	18.993625	16.131121	22.339622	16.457137
Hsf2	Hsf2	24.198425	22.977363	22.104971	24.214725	26.532248	27.032752	22.971777	21.619643	24.146626	21.788701	24.302177	24.285749	24.748188	23.004798	21.807798	22.648454	25.589219	19.640376
Hsf2bp	Hsf2bp	8.381543	7.099071	7.79315	37.063464	36.716379	36.937131	23.847431	21.218253	22.537624	41.319006	40.214714	39.932614	32.473643	31.333538	27.652028	39.724628	39.732156	43.751543
Hsf3	Hsf3	0	0.014048	0	0.026695	0.016057	0.01424	0.024009	0.022717	0.036156	0.04263	0.068654	0.012013	0.023824	0.048271	0.012915	0.049699	0.013312	0
Hsf4	Hsf4	0.59763	0.503629	0.675442	0.66376	0.520693	0.625805	0.763572	0.680318	0.501759	0.460143	0.666938	0.5325	0.646136	0.493472	0.547915	0.433629	0.683484	0.515782
Hsf5	Hsf5	0.48317	0.414729	0.445329	0.223494	0.247641	0.282363	0.301511	0.295288	0.233661	0.187844	0.338817	0.206433	0.419909	0.324363	0.381271	0.218989	0.305015	0.218979
Hsfy2	Hsfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsh2d	Hsh2d	0.318353	0.272918	0.306792	0.660071	0.935876	0.779664	0.445243	0.300909	0.46828	0.351361	1.018535	0.806208	1.367504	1.193547	1.02641	0.526651	0.822879	0.292571
Hsp90aa1	Hsp90aa1	2052.777816	1861.706593	1792.963619	2475.779197	2700.755905	2739.666074	1962.781244	1936.459706	2022.747224	2624.305725	2457.860423	2480.847864	2372.285093	2255.052372	2053.8302	2278.491715	2551.329055	2305.70395
Hsp90ab1	Hsp90ab1	5080.699522	4901.369549	4759.636375	4919.064495	5236.206847	5201.953808	4532.907716	4039.236042	4631.808478	5214.952146	4847.542018	5038.891152	4386.678902	4206.694065	3766.432905	4110.810553	4947.788093	5192.269212
Hsp90b1	Hsp90b1	456.363915	343.785968	380.657196	277.766671	287.253827	278.544417	287.290351	234.209795	271.108463	241.508368	284.271803	265.301682	255.18471	229.190161	264.42035	271.418221	291.065451	298.978972
Hspa12a	Hspa12a	2.075708	2.285365	2.008594	0.658141	0.680807	0.742404	0.58061	0.634965	0.711586	0.562318	0.599415	0.516857	0.639731	0.568498	0.612452	0.401916	0.618752	0.244121
Hspa12b	Hspa12b	1.18141	0.772514	0.716931	0.281653	0.297763	0.309594	0.38381	0.334095	0.431558	0.154469	0.19316	0.230437	0.388467	0.13118	0.313805	0.15095	0.314948	0.195555
Hspa13	Hspa13	13.07694	13.051706	12.641498	6.02316	5.718153	5.641438	8.76442	7.273027	8.176119	4.535814	5.525426	4.787523	8.473167	9.202205	9.45903	7.930086	7.276059	5.123153
Hspa14	Hspa14	102.564586	103.762009	98.799507	113.982939	112.14494	119.21551	96.096427	89.752007	93.810242	94.063896	107.114422	109.208383	109.613695	103.257242	98.434028	114.72362	115.536989	105.141564
Hspa1a	Hspa1a	4.583067	4.236801	4.557159	2.123019	2.476684	2.026737	2.652591	2.125901	2.453596	1.488448	1.349943	1.490532	1.970138	2.148245	1.934815	1.067131	1.467377	1.444509
Hspa1b	Hspa1b	15.297558	13.561793	12.591582	7.524176	8.515076	8.184473	8.486465	7.535748	8.898124	5.759418	6.766055	6.738702	7.174077	6.307067	7.641623	4.840448	6.047743	4.225179
Hspa1l	Hspa1l	0.735008	0.788086	0.735907	0.325023	0.363035	0.611263	0.392331	0.40413	0.39438	0.446059	0.338173	0.529651	0.349991	0.437786	0.602611	0.293896	0.344063	0.16547
Hspa2	Hspa2	5.294671	5.567675	5.107661	3.710076	4.546819	3.735932	4.068269	3.757483	4.48495	3.340457	3.636335	3.178279	5.334766	4.750102	4.213584	2.603993	3.016508	2.651704
Hspa4	Hspa4	266.545124	241.111042	237.50734	298.988507	325.272455	325.239057	201.408245	197.715802	219.654376	291.55237	284.709507	291.275864	239.347429	213.982391	201.396226	216.86171	277.144635	223.652115
Hspa4l	Hspa4l	4.331877	3.744109	3.444324	2.390178	2.34046	2.37211	2.343408	2.595655	2.904713	1.649563	1.801217	1.77591	2.585773	2.142126	2.326075	1.325882	1.891777	1.207255
Hspa5	Hspa5	449.017798	377.933373	393.478274	248.854512	241.209544	253.347334	345.974538	277.014248	307.942764	181.230031	264.06656	252.671472	286.631127	274.95048	296.610701	308.653126	282.033479	253.383525
Hspa8	Hspa8	4541.477291	4519.478656	4430.608714	4679.253991	4837.484906	4892.935308	4654.274301	4416.686666	4665.771647	5366.900532	4737.149302	4731.557632	4811.832061	4714.249072	4467.558515	5001.795208	4896.78354	5797.563496
Hspa9	Hspa9	468.685085	392.99956	379.843466	412.941039	459.408461	458.824211	309.51709	298.787047	336.312465	437.151437	398.197314	400.450098	345.862868	309.035573	294.537889	289.226226	373.788926	325.480356
Hspb1	Hspb1	361.215107	305.58507	324.524108	463.071402	512.536138	436.884	218.781161	207.931072	230.288864	392.640237	470.320225	496.676146	323.960185	291.404409	276.061973	302.416296	410.263308	329.243549
Hspb11	Hspb11	23.10375	24.033881	23.320769	11.306349	7.248286	10.157849	19.333994	18.546292	15.984765	20.906197	10.177106	11.112652	21.176394	24.54655	23.678304	14.401957	13.42743	26.345621
Hspb2	Hspb2	15.50472	19.2409	20.486897	4.256228	4.347955	3.825231	6.739247	5.557151	5.743929	3.61622	4.492284	3.283553	10.683719	17.641377	16.243879	4.673523	4.367933	5.716416
Hspb3	Hspb3	0.048712	0.045556	0.307264	0.086571	0.052073	0.04618	0	0.073669	0	0.092165	0.044528	0.038956	0.15452	0.039135	0	0.040292	0	0.123971
Hspb6	Hspb6	3.320492	2.317783	1.720109	2.971964	4.398417	3.1479	3.038301	2.692782	2.915119	6.032079	3.739139	3.463635	2.957624	2.725629	2.316982	2.547523	3.582396	5.02134
Hspb7	Hspb7	0.092452	0.086463	0.194389	0.045641	0.109818	0	0.01642	0.023303	0.065936	0.058308	0.065731	0.057506	0.048878	0.057769	0.097152	0	0.036415	0.008714
Hspb8	Hspb8	35.660937	35.621447	36.639215	23.322195	23.713355	24.208506	23.800505	22.044534	23.827897	27.829266	29.684031	26.154207	39.335382	39.902284	37.718072	30.098123	31.983979	34.721826
Hspb9	Hspb9	1.086813	0.863945	0.342768	0.193148	0.23236	0.257581	0.217143	0.410905	0.261597	0.154221	0.546408	0.564943	0.387842	0.611191	0.513924	0.269688	0.722366	0.184394
Hspbap1	Hspbap1	18.283262	17.948472	17.610459	31.590657	31.878479	31.924348	19.537779	19.204338	20.253077	27.014473	30.386182	30.558273	24.067878	22.259374	20.232492	25.24105	30.779854	23.998102
Hspbp1	Hspbp1	63.286415	60.104875	60.074775	57.424411	61.175869	57.263476	46.219756	42.325299	48.530606	39.432276	56.208337	55.00565	51.728758	50.67556	45.322074	46.609771	54.974636	39.490039
Hspd1	Hspd1	1443.957578	1238.441995	1224.56848	1332.412297	1442.692625	1485.622911	1044.511184	1032.618749	1128.644218	1213.309554	1244.098723	1241.791735	966.85868	823.125557	844.31955	958.5406	1230.590199	939.853754
Hspe1	Hspe1	937.972681	1168.66042	1072.072068	1302.668714	1187.91969	1378.374174	1806.204832	2124.008119	1797.446693	2645.142528	1670.683985	1422.434502	1784.632056	1861.78075	2053.920631	2175.249102	1684.801519	2676.985245
Hspg2	Hspg2	110.085774	72.256972	101.912344	31.122561	36.404559	24.849178	22.994931	21.550496	26.475509	17.842345	31.085788	27.033719	24.744091	16.265404	32.623004	17.078381	30.329823	7.042761
Hsph1	Hsph1	96.765701	88.01638	89.413074	102.56209	111.657079	112.064391	68.79135	69.953327	75.735509	87.311839	85.810391	90.186165	75.644819	64.285662	61.901008	72.536939	91.514753	74.366409
Htatip2	Htatip2	6.766151	7.577346	6.115739	7.168298	8.34229	7.339771	6.104524	5.916551	5.683787	7.470274	7.690545	7.979541	6.108593	6.330978	6.001194	7.730881	7.681683	7.228811
Htatsf1	Htatsf1	40.769292	37.342538	35.132475	32.823072	39.295933	38.018353	24.113362	23.42025	26.246024	33.663256	31.483396	32.806456	28.572051	27.765541	25.851061	23.037277	30.848313	25.756556
Htr1a	Htr1a	0.061718	0.02886	0.012977	0.032906	0.013195	0.011702	0.024662	0.018668	0.019808	0	0.005642	0	0.004894	0	0.010613	0.005105	0.010939	0
Htr1b	Htr1b	0.656374	0.345854	0.746238	0.176611	0.27317	0.161658	0.364029	0.237428	0.206223	0.315632	0.441358	0.386719	0.090066	0.182485	0.123007	0.18773	0.357765	0.048173
Htr1d	Htr1d	0.620218	0.418388	0.609275	0.153592	0.195643	0.134946	0.243773	0.130701	0.195786	0.046048	0.083648	0.040656	0.201578	0.128619	0.113642	0.03364	0.099117	0.051752
Htr1f	Htr1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2a	Htr2a	0.019012	0	0.019987	0.008447	0.020324	0	0.007597	0	0.007627	0.017986	0.034759	0	0.007539	0	0	0	0.008425	0
Htr2b	Htr2b	0.511077	0.331922	0.28357	0.416297	0.394579	0.363384	0.260953	0.268373	0.250589	0.376045	0.350386	0.147592	0.247682	0.182485	0.341761	0.140913	0.314532	0.084303
Htr2c	Htr2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr3a	Htr3a	1.068849	0.719716	0.838172	0.58253	0.700793	0.580954	0.635311	0.495712	0.708234	0.350531	0.780005	0.615439	0.305145	0.412175	0.391175	0.385184	0.492562	0.42314
Htr3b	Htr3b	0.01197	0	0	0	0	0	0	0.018102	0.009604	0	0.010941	0.028717	0	0	0	0	0	0
Htr4	Htr4	0	0.005489	0.018511	0.020862	0	0.011129	0	0.008876	0.009418	0	0.005365	0	0.023273	0	0.015139	0.014564	0.010403	0.019916
Htr5a	Htr5a	0.165124	0.18622	0.204228	0.004316	0.010383	0	0.023288	0.011017	0.015586	0.009189	0	0.011652	0.023108	0.02341	0.016702	0	0.012912	0
Htr5b	Htr5b	0.471902	0.220665	0.372081	0.340707	0.220702	0.391452	0.365354	0.189569	0.35496	0.390623	0.283088	0.365595	0.877105	0.793782	0.874848	0.390335	0.392071	0.175142
Htr6	Htr6	0.232609	0.10877	0.146724	0.082678	0.248659	0.044104	0.07436	0.140713	0.130641	0.088021	0.042526	0.055806	0.184465	0.112125	0.019999	0.01924	0.020614	0.177595
Htr7	Htr7	0.118736	0.119586	0.105622	0.04058	0.048819	0.034635	0.058395	0.055252	0.029313	0.00864	0.008349	0.014608	0.036216	0.022013	0	0	0.008094	0.007748
Htra1	Htra1	5.248415	3.745531	3.921614	4.830752	4.992303	4.920785	3.790057	3.77187	4.164587	6.16873	6.925515	6.902908	9.08102	8.142612	9.099424	5.872024	7.226726	6.905435
Htra2	Htra2	26.12164	24.663992	22.61865	19.996021	20.668872	20.412776	24.715595	20.914787	25.388043	17.704289	22.881597	22.704597	25.048424	24.825872	24.491329	20.775408	25.294984	19.209524
Htra3	Htra3	0.59096	0.575952	0.697384	0.04441	0.125927	0.009828	0.057998	0.059905	0.033272	0.012491	0.036209	0.049745	0.106879	0.070245	0.150406	0.039729	0.045938	0.035179
Htra4	Htra4	0.120557	0.05011	0.126741	0.011903	0.028639	0	0.074937	0.060774	0.08598	0	0.012245	0.04285	0.074359	0.129138	0.092134	0.077559	0.047484	0.079544
Htt	Htt	14.044989	10.894937	11.796379	8.641606	9.64337	8.397007	5.693603	6.130586	7.397844	6.109419	7.779421	7.501301	7.065278	5.651387	6.691045	4.911216	7.740005	2.422867
Hunk	Hunk	51.563817	48.258912	48.614659	20.970626	22.828379	21.857738	25.146066	24.663567	29.492492	14.422706	16.947168	17.590801	16.853141	14.453345	17.332224	14.035693	21.502121	11.407146
Hus1	Hus1	10.205646	9.274455	8.921525	13.372536	14.519409	14.937291	9.529371	9.08275	10.622059	11.481478	14.668413	13.601664	12.585231	11.036017	10.531568	8.875953	11.831644	6.001361
Hus1b	Hus1b	0.027635	0.051689	0.029052	0.073669	0.088625	0.183389	0.022085	0.020896	0.088689	0.209143	0.252613	0.1547	0.087661	0.088806	0.166317	0.182865	0	0.046886
Huwe1	Huwe1	104.063855	72.38792	86.762252	98.096376	111.928878	92.881799	58.31991	62.966182	77.022949	94.813058	97.091702	90.247297	66.700773	47.492719	64.013789	57.49499	90.229892	30.845778
Hvcn1	Hvcn1	7.742341	6.657407	6.984788	7.772233	8.623728	8.223035	4.715665	4.535562	5.599021	5.004795	7.651109	6.991461	7.306217	6.180879	6.930616	5.117231	8.13611	3.894148
Hyal1	Hyal1	2.821762	2.337363	2.895867	1.564148	1.493865	1.299331	1.095347	0.853486	0.937943	0.851675	1.117743	0.891899	1.108211	1.198252	1.420979	0.711321	0.893107	0.376163
Hyal2	Hyal2	40.619083	34.810652	39.913526	29.151222	33.409303	27.987536	24.653832	23.204212	25.633412	17.38439	27.474409	25.187532	24.48935	18.948077	21.056713	17.916319	24.786736	15.65778
